Year,quarter,city1,carrier_lg
2016,1,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",DL
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",AA
2016,2,"Austin, TX",UA
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",UA
2016,2,"Austin, TX",UA
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",DL
2016,2,"Austin, TX",AA
2016,2,"Austin, TX",AA
2016,2,"Austin, TX",B6
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",AA
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",AA
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",UA
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",WN
2016,2,"Austin, TX",DL
2016,2,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",AA
2016,3,"Austin, TX",UA
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",DL
2016,3,"Austin, TX",UA
2016,3,"Austin, TX",UA
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",DL
2016,3,"Austin, TX",AA
2016,3,"Austin, TX",AA
2016,3,"Austin, TX",B6
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",AA
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",AA
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",UA
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",WN
2016,3,"Austin, TX",DL
2016,3,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",AA
2016,4,"Austin, TX",UA
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",DL
2016,4,"Austin, TX",UA
2016,4,"Austin, TX",UA
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",DL
2016,4,"Austin, TX",AA
2016,4,"Austin, TX",AA
2016,4,"Austin, TX",B6
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",AA
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",AA
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",UA
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",WN
2016,4,"Austin, TX",AA
2016,4,"Austin, TX",WN
2017,1,"Austin, TX",UA
2017,1,"Austin, TX",B6
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",DL
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",AA
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",DL
2017,1,"Austin, TX",UA
2017,1,"Austin, TX",UA
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",DL
2017,1,"Austin, TX",AA
2017,1,"Austin, TX",AA
2017,1,"Austin, TX",B6
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",AA
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",AA
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",G4
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",UA
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",WN
2017,1,"Austin, TX",DL
2017,1,"Austin, TX",WN
2017,2,"Austin, TX",UA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",DL
2017,2,"Austin, TX",G4
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",AA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",DL
2017,2,"Austin, TX",UA
2017,2,"Austin, TX",UA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",DL
2017,2,"Austin, TX",AA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",B6
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",AA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",AA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",G4
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",UA
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",WN
2017,2,"Austin, TX",AA
2017,2,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",DL
2017,3,"Austin, TX",UA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",AA
2017,3,"Austin, TX",UA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",DL
2017,3,"Austin, TX",UA
2017,3,"Austin, TX",UA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",DL
2017,3,"Austin, TX",AA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",B6
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",AA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",AA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",G4
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",UA
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",WN
2017,3,"Austin, TX",DL
2017,3,"Austin, TX",WN
2017,4,"Austin, TX",DL
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",DL
2017,4,"Austin, TX",G4
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",AA
2017,4,"Austin, TX",UA
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",UA
2017,4,"Austin, TX",UA
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",DL
2017,4,"Austin, TX",AA
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",B6
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",AA
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",AA
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",G4
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",UA
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",WN
2017,4,"Austin, TX",DL
2017,4,"Austin, TX",WN
2018,1,"Austin, TX",B6
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",DL
2018,1,"Austin, TX",G4
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",AA
2018,1,"Austin, TX",UA
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",DL
2018,1,"Austin, TX",UA
2018,1,"Austin, TX",UA
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",DL
2018,1,"Austin, TX",AA
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",B6
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",AA
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",AA
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",G4
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",UA
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",WN
2018,1,"Austin, TX",AA
2018,1,"Austin, TX",WN
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",G4
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",UA
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",UA
2018,2,"Austin, TX",UA
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",DL
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",G4
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",B6
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",G4
2018,2,"Austin, TX",AA
2018,2,"Austin, TX",UA
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",WN
2018,2,"Austin, TX",DL
2018,2,"Austin, TX",WN
